player,pos,base,target_p10,target_p90,pred_fp_per_game,target_width,draftable_eval,blend,sample_mean,sample_p10,sample_p50,sample_p90,mean_error,p10_error,p50_error,p90_error,tail_width_ratio
Colston Loveland,TE,12.939584,9.397432,18.177967,12.939584,8.780535,True,0.3,13.439436,9.255785846710205,13.224998474121094,18.121462440490724,0.49985218,-0.14164648056030238,0.2854146957397461,-0.05650463104247905,1.00969665880241
Tee Higgins,WR,12.846266,8.198841,17.143267,12.846266,8.944426,True,0.3,12.73777,8.246493721008301,12.72079086303711,17.29198932647705,-0.10849571,0.04765262603759801,-0.1254749298095703,0.14872264862060547,1.0112997779059614
Treveyon Henderson,RB,12.721427,7.7484403,18.083118,12.721427,10.334679,True,0.3,12.830893,7.731909608840943,12.704747676849365,18.154061126708985,0.1094656,-0.016530656814574662,-0.01667928695678711,0.07094268798828196,1.00846401430842
Luther Burden,WR,12.603233,7.7056713,17.778397,12.603233,10.072725,True,0.3,12.69328,7.820321321487427,12.548377513885498,17.826053619384766,0.09004688,0.11465001106262207,-0.0548558235168457,0.047657012939453125,0.9933490692782383
Tyler Warren,TE,12.521667,9.029095,17.614649,12.521667,8.585554,True,0.3,12.95887,8.858345222473146,12.747517108917236,17.516170501708984,0.4372034,-0.17074947357177628,0.22585058212280273,-0.09847831726074219,1.0084177625900765
Carnell Tate,WR,12.351,7.3097053,17.732025,12.351,10.422319,True,0.3,12.446892,7.393955945968628,12.351395606994629,17.748472595214842,0.09589195,0.08425068855285645,0.00039577484130859375,0.01644744873046733,0.993494465070255
Jadarian Price,RB,12.216808,7.098546,17.616098,12.216808,10.517552,True,0.3,12.2832985,7.109791707992554,12.212334632873535,17.60297603607178,0.06649017,0.011245679855346857,-0.004473686218261719,-0.013122367858883877,0.9976831065970906
Rome Odunze,WR,12.171201,6.946407,17.23752,12.171201,10.291113,True,0.3,12.132114,7.160210084915161,12.138860702514648,17.171735763549805,-0.03908634,0.21380324363708514,-0.032340049743652344,-0.06578445434570312,0.9728321685061293
Bhayshul Tuten,RB,12.170038,7.17897,17.406708,12.170038,10.227737,True,0.3,12.146265,7.1073212146759035,12.012574195861816,17.505441665649414,-0.023773193,-0.0716486454010008,-0.15746402740478516,0.09873390197753906,1.0166589165429631
D'Andre Swift,RB,12.055301,7.1278634,17.497461,12.055301,10.369598,True,0.3,12.104644,7.086912822723389,11.945481300354004,17.428336906433106,0.04934311,-0.040950584411620916,-0.10981941223144531,-0.06912441253662038,0.9972829897642964
Rj Harvey,RB,11.880832,6.798742,17.413578,11.880832,10.614836,True,0.3,11.88068,6.684863519668579,11.751092910766602,17.356329345703127,-0.00015163422,-0.11387829780578596,-0.12973880767822266,-0.05724868774413849,1.0053349941808347
Jaylen Waddle,WR,11.867673,7.079242,16.673557,11.867673,9.594315,True,0.3,11.7463665,7.075266742706299,11.644834995269775,16.599449729919435,-0.12130642,-0.0039754867553707385,-0.2228379249572754,-0.07410755157470561,0.99269029721378
Davante Adams,WR,11.860602,7.0880675,16.722921,11.860602,9.634853,True,0.3,11.711559,7.133399915695191,11.562392234802246,16.67914752960205,-0.14904308,0.04533238410949725,-0.29821014404296875,-0.043773841857909446,0.9907517275278843
Jordyn Tyson,WR,11.831528,6.692498,17.034138,11.831528,10.3416395,True,0.3,11.802335,6.653204393386841,11.77933406829834,16.982047271728515,-0.029192924,-0.03929381370544416,-0.052193641662597656,-0.05209045410156321,0.9987626100897317
Jameson Williams,WR,11.755949,6.961529,16.664682,11.755949,9.703154,True,0.3,11.646281,6.9986574172973635,11.528995513916016,16.58246192932129,-0.10966778,0.037128639221191584,-0.22695350646972656,-0.08222045898437358,0.9876999681753218
Terry Mclaurin,WR,11.658058,6.9340105,16.573517,11.658058,9.639506,True,0.3,11.594942,7.024527168273925,11.460895538330078,16.48805961608887,-0.06311607,0.0905166625976559,-0.19716262817382812,-0.08545722961425639,0.9817445120108275
Brian Thomas,WR,11.520593,6.2428484,16.75356,11.520593,10.510711,True,0.3,11.473363,6.431828022003174,11.448681354522705,16.685366439819337,-0.047229767,0.1889796257019043,-0.07191133499145508,-0.06819267272949148,0.9755323588124392
David Montgomery,RB,11.514617,6.5514884,16.834795,11.514617,10.283306,True,0.3,11.44653,6.457021236419678,11.286157131195068,16.773567962646485,-0.068086624,-0.0944671630859375,-0.22845983505249023,-0.06122703552246023,1.0032324822393532
Dj Moore,WR,11.4119005,6.73796,16.390358,11.4119005,9.652398,True,0.3,11.367174,6.768592214584351,11.25394868850708,16.27488307952881,-0.04472637,0.030632352828980025,-0.15795183181762695,-0.11547489166259695,0.9848631145509067
Marvin Harrison,WR,11.341178,6.151949,16.535736,11.341178,10.383787,True,0.3,11.309171,6.270291948318482,11.28483772277832,16.3337064743042,-0.032007217,0.11834301948547399,-0.05634021759033203,-0.20202960968017436,0.9691468416697359
Mike Evans,WR,11.316474,6.6351247,16.260662,11.316474,9.625538,True,0.3,11.263645,6.648449659347534,11.15149450302124,16.138616943359377,-0.05282879,0.013324975967407227,-0.1649794578552246,-0.12204513549804474,0.9859363092121873
Sam Laporta,TE,11.252292,7.9161406,15.64049,11.252292,7.724349,True,0.3,11.460089,7.860595226287842,11.261507987976074,15.586542129516605,0.20779705,-0.05554533004760742,0.00921630859375,-0.0539474487304652,1.0002068629100795
Christian Watson,WR,11.203042,6.412503,16.157166,11.203042,9.744663,True,0.3,11.130644,6.3441425323486325,11.065370559692383,16.010704803466798,-0.072398186,-0.06836023330688512,-0.13767147064208984,-0.14646072387695241,0.9919852574177778
Kyle Pitts,TE,11.040417,7.7011833,15.255657,11.040417,7.554474,True,0.3,11.241438,7.642928409576416,11.055378437042236,15.262475299835206,0.2010212,-0.05825490951538104,0.014961719512939453,0.006818103790283914,1.008613837888061
Harold Fannin,TE,10.911041,7.605314,15.059711,10.911041,7.4543977,True,0.3,11.05881,7.531370687484742,10.813207626342773,15.042120933532717,0.14776897,-0.07394309043884206,-0.09783363342285156,-0.017590522766111505,1.007559640644905
Makai Lemon,WR,10.882625,5.6085615,16.076435,10.882625,10.467874,True,0.3,10.92533,5.73731575012207,10.879944801330566,16.138739013671877,0.042705536,0.1287542343139645,-0.0026798248291015625,0.06230392456054901,0.9936519762788416
Jaylen Warren,RB,10.651389,5.605173,15.85992,10.651389,10.254746,True,0.3,10.6316,5.684119129180909,10.49773359298706,15.987442779541016,-0.019788742,0.0789460182189945,-0.1536555290222168,0.12752323150634837,1.0047370467505408
George Kittle,TE,10.627084,7.3615007,14.602293,10.627084,7.2407923,True,0.3,10.7486725,7.334309720993042,10.55938196182251,14.521589851379394,0.12158871,-0.027191019058227184,-0.06770181655883789,-0.08070316314697301,0.9926096286068882
Alec Pierce,WR,10.624401,5.872117,15.516618,10.624401,9.644501,True,0.3,10.694635,6.015459251403809,10.664012908935547,15.430582809448243,0.0702343,0.14334220886230487,0.03961181640625,-0.08603496551513601,0.9762167912325058
Tony Pollard,RB,10.592427,5.5102963,15.747154,10.592427,10.236858,True,0.3,10.399496,5.556293916702271,10.173948287963867,15.666762828826904,-0.19293118,0.04599757194519061,-0.41847896575927734,-0.08039140701293945,0.9876534917986788
Travis Kelce,TE,10.578542,7.2921104,14.486989,10.578542,7.1948786,True,0.3,10.646352,7.232632970809936,10.42389726638794,14.532359981536866,0.06781006,-0.05947747230529821,-0.15464448928833008,0.04537096023559606,1.0145726479469412
Dk Metcalf,WR,10.552564,6.039906,15.346672,10.552564,9.3067665,True,0.3,10.632823,6.032506656646729,10.578444004058838,15.373612117767335,0.08025932,-0.007399368286132635,0.02588033676147461,0.0269400596618663,1.0036896757938332
Rhamondre Stevenson,RB,10.473502,5.5074253,15.642132,10.473502,10.1347065,True,0.3,10.394885,5.481052494049072,10.216374397277832,15.624593162536621,-0.078617096,-0.026372814178467152,-0.2571277618408203,-0.017538642883300426,1.0008716750995812
Tucker Kraft,TE,10.447917,7.179489,14.277346,10.447917,7.0978565,True,0.3,10.487134,7.130598545074463,10.271139144897461,14.293427467346191,0.039216995,-0.04889059066772461,-0.17677783966064453,0.016081809997558594,1.0091538058662501
Parker Washington,WR,10.382832,5.2480493,15.402791,10.382832,10.154741,True,0.3,10.4086275,5.391848516464234,10.420461654663086,15.386742210388183,0.025795937,0.14379925727844256,0.03763008117675781,-0.016048812866211293,0.9842588216886935
Chuba Hubbard,RB,10.366649,5.372299,15.539207,10.366649,10.166908,True,0.3,10.196753,5.331395387649536,10.030820369720459,15.426319313049317,-0.16989613,-0.04090380668640137,-0.3358283042907715,-0.11288814544677628,0.9929197414897378
Michael Pittman,WR,10.363779,6.1445622,15.242175,10.363779,9.097612,True,0.3,10.611234,6.126070499420166,10.539098739624023,15.231108379364015,0.24745464,-0.018491744995117188,0.17531967163085938,-0.011066722869871981,1.000816203048827
Michael Wilson,WR,10.246064,5.055227,15.20047,10.246064,10.145243,True,0.3,10.203705,5.1274275302886965,10.226291179656982,15.207608032226563,-0.042359352,0.07220072746276873,-0.019773006439208984,0.0071380615234382105,0.9935869262980143
Courtland Sutton,WR,10.240801,6.2223516,15.212654,10.240801,8.990303,True,0.3,10.5738325,6.143090534210205,10.467125415802002,15.164251613616944,0.33303165,-0.0792610168457033,0.22632455825805664,-0.04840250015258718,1.003432369267221
Wan'Dale Robinson,WR,10.141419,6.131561,15.075098,10.141419,8.943537,True,0.3,10.548942,6.156148910522461,10.477119445800781,15.121197032928468,0.4075222,0.02458810806274414,0.33570003509521484,0.046098995208740945,1.002405241300417
Josh Downs,WR,9.9678335,5.180689,14.882288,9.9678335,9.701599,True,0.3,10.002929,5.266663455963135,9.958744049072266,14.840644741058352,0.035095215,0.08597459793090856,-0.009089469909667969,-0.04164323806762482,0.9868456906530946
Quentin Johnston,WR,9.915838,5.385058,14.987905,9.915838,9.602846,True,0.3,10.174301,5.4746746063232425,10.143770694732666,14.949093818664553,0.2584629,0.08961668014526403,0.22793245315551758,-0.038810729980466974,0.9866261594384683
Jayden Reed,WR,9.8834715,5.4627137,14.995422,9.8834715,9.532709,True,0.3,10.161432,5.53002610206604,10.047501564025879,14.968007659912109,0.27796078,0.06731238365173375,0.1640300750732422,-0.02741470336914098,0.9900628916031481
Aaron Jones,RB,9.859958,4.962365,15.164631,9.859958,10.202266,True,0.3,9.783013,5.0445311069488525,9.572379112243652,14.97759475708008,-0.07694435,0.08216595649719238,-0.2875785827636719,-0.18703613281249787,0.9736134995710823
Rico Dowdle,RB,9.836254,5.0910974,15.020756,9.836254,9.929659,True,0.3,9.757196,5.00963134765625,9.538198947906494,15.01409206390381,-0.07905769,-0.08146600723266584,-0.29805517196655273,-0.00666370391845561,1.0075331718146041
Dalton Kincaid,TE,9.834375,6.603937,13.401199,9.834375,6.797262,True,0.3,9.810202,6.565506315231324,9.6176176071167,13.47445697784424,-0.024173737,-0.03843083381652779,-0.21675777435302734,0.07325763702392685,1.0164313907113431
Chris Godwin,WR,9.7949295,5.711238,14.672784,9.7949295,8.961546,True,0.3,10.157373,5.776442289352417,10.137672424316406,14.668696975708007,0.36244392,0.06520438194274902,0.342742919921875,-0.004086875915527699,0.9922679347637541
Rachaad White,RB,9.7317295,4.8795714,15.104691,9.7317295,10.225119,True,0.3,9.661105,4.845925664901733,9.407250881195068,15.07806043624878,-0.07062435,-0.033645772933960316,-0.3244786262512207,-0.026630115509032493,1.00068616653861
Jordan Addison,WR,9.647844,5.248191,14.6798525,9.647844,9.431662,True,0.3,9.927231,5.26445426940918,9.883541107177734,14.646506214141846,0.27938652,0.0162633895874027,0.23569679260253906,-0.03334627151489222,0.9947400931908325
Jakobi Meyers,WR,9.643692,5.5150194,14.415354,9.643692,8.900334,True,0.3,9.942744,5.512135696411133,9.928117752075195,14.398995399475098,0.29905224,-0.002883720397949041,0.2844257354736328,-0.016358375549316406,0.9984860506797782
Kyle Monangai,RB,9.596367,4.674938,14.854196,9.596367,10.179257,True,0.3,9.529134,4.684278774261474,9.293111324310303,14.919276618957522,-0.067233086,0.009340572357177557,-0.303255558013916,0.065081024169924,1.0054758858786415
Xavier Worthy,WR,9.498912,5.117832,14.432232,9.498912,9.3144,True,0.3,9.712537,5.181731081008911,9.644525527954102,14.38039951324463,0.21362495,0.06389889717102015,0.1456136703491211,-0.05183238983154226,0.9875750139041675
Mark Andrews,TE,9.478333,6.1630487,13.091999,9.478333,6.9289503,True,0.3,9.44337,6.136795139312744,9.246428966522217,13.088981437683108,-0.034963608,-0.02625360488891637,-0.2319045066833496,-0.0030176162719701694,1.0033534644611664
Kc Concepcion,WR,9.46682,4.3783526,14.307612,9.46682,9.92926,True,0.3,9.353777,4.443458223342896,9.297903537750244,14.26464252471924,-0.11304283,0.06510558128356969,-0.1689162254333496,-0.0429698944091772,0.9891154074154329
Matthew Golden,WR,9.349231,4.3798275,13.985014,9.349231,9.605186,True,0.3,9.128185,4.350199985504151,9.060274600982666,13.984122371673584,-0.2210455,-0.029627513885497336,-0.2889561653137207,-0.0008915901184085584,1.0029917091021159
Jake Ferguson,TE,9.3475,5.948631,13.083333,9.3475,7.134702,True,0.3,9.412091,5.975527286529541,9.182431697845459,13.268257427215577,0.06459141,0.02689647674560547,-0.1650681495666504,0.18492441177368235,1.0221491984490618
Ricky Pearsall,WR,9.228077,5.032342,14.071132,9.228077,9.03879,True,0.3,9.477332,5.040574169158936,9.3821382522583,14.103360652923584,0.24925518,0.008232212066650924,0.15406131744384766,0.032228946685791016,1.0026548614676436
Khalil Shakir,WR,9.216974,4.888935,13.728024,9.216974,8.839088,True,0.3,9.213891,4.917539262771607,9.137718677520752,13.618997955322266,-0.003083229,0.028604173660278676,-0.07925558090209961,-0.1090255737304684,0.9844294184489844
Jk Dobbins,RB,9.21131,4.560223,14.2818985,9.21131,9.721676,True,0.3,9.102803,4.591461706161499,8.77632188796997,14.31790533065796,-0.10850716,0.031238603591918768,-0.43498849868774414,0.03600683212280309,1.0004904248769562
Dallas Goedert,TE,9.160625,5.6695538,12.984032,9.160625,7.314478,True,0.3,9.215736,5.687484931945801,9.103111743927002,13.04150037765503,0.05511093,0.01793117523193377,-0.05751371383666992,0.05746870040893626,1.0054053789766755
Jonathon Brooks,RB,9.137292,4.219504,14.60071,9.137292,10.3812065,True,0.3,9.0528555,4.173477745056153,8.711580276489258,14.621567058563233,-0.08443642,-0.046026134490966264,-0.42571163177490234,0.02085714340210032,1.0064426809134073
Romeo Doubs,WR,9.134212,4.756897,13.631825,9.134212,8.874928,True,0.3,9.077147,4.707573699951172,9.003485679626465,13.576469039916992,-0.05706501,-0.0493232727050783,-0.13072586059570312,-0.0553564071655277,0.9993202047230202
Oronde Gadsden,TE,8.972292,5.518222,12.745287,8.972292,7.227065,True,0.3,8.986325,5.487963342666626,8.828739643096924,12.798066329956056,0.014033318,-0.030258512496947887,-0.14355230331420898,0.05277938842773544,1.0114898509882455
Jayden Higgins,WR,8.9183445,4.7190647,13.71142,8.9183445,8.992355,True,0.3,9.1267605,4.73673095703125,9.014098167419434,13.694052028656007,0.20841599,0.017666244506836293,0.09575366973876953,-0.017368030548094993,0.9961039934806549
Omar Cooper,WR,8.915236,4.464838,13.906916,8.915236,9.442078,True,0.3,9.0497265,4.415972900390625,8.901005744934082,13.866111946105958,0.13449001,-0.048865127563476385,-0.014230728149414062,-0.040803718566893465,1.0008537749112794
Kenyon Sadiq,TE,8.7825,5.291059,12.833122,8.7825,7.542063,True,0.3,8.97007,5.2822424411773685,8.829807758331299,12.944452857971193,0.18756962,-0.008816576004027965,0.047307491302490234,0.11133060455322408,1.0159302801891124
Kenneth Gainwell,RB,8.777507,4.330965,13.634657,8.777507,9.303692,True,0.3,8.636814,4.352177238464356,8.311065673828125,13.571354389190676,-0.14069271,0.02121219635009819,-0.46644115447998047,-0.06330251693725408,0.9909160025372024
Brenton Strange,TE,8.748542,5.1391106,12.652196,8.748542,7.5130854,True,0.3,8.764197,5.09856390953064,8.606266498565674,12.644491004943848,0.015655518,-0.04054665565490723,-0.14227533340454102,-0.0077049255371086645,1.0043712707258061
Isaiah Likely,TE,8.691459,5.0554733,12.552034,8.691459,7.496561,True,0.3,8.70088,5.01704273223877,8.563294410705566,12.645348262786866,0.009421349,-0.038430595397948686,-0.12816429138183594,0.09331388473510849,1.0175739888259514
Hunter Henry,TE,8.563125,4.9169292,12.44896,8.563125,7.532031,True,0.3,8.519851,4.823434162139893,8.342511177062988,12.557954120635987,-0.043273926,-0.0934950828552239,-0.2206134796142578,0.10899381637573313,1.0268837047587418
Denzel Boston,WR,8.4815,4.268575,13.358066,8.4815,9.089491,True,0.3,8.657261,4.2158056735992435,8.516342639923096,13.350242424011231,0.17576122,-0.052769517898559215,0.03484296798706055,-0.00782318115234304,1.0049448159914016
Dylan Sampson,RB,8.472023,3.8519058,13.609319,8.472023,9.757413,True,0.3,8.486309,3.8005090951919556,8.172020435333252,13.888215827941897,0.014286041,-0.051396727561950684,-0.3000025749206543,0.278897094726565,1.033850552940564
Jalen Coker,WR,8.297464,4.09917,12.712285,8.297464,8.613115,True,0.3,8.194148,3.9855380058288574,8.040107727050781,12.683857345581055,-0.10331631,-0.1136322021484375,-0.2573566436767578,-0.02842769622802699,1.009892359037352
Jacory Croskey Merritt,RB,8.284405,3.7480006,13.551656,8.284405,9.803656,True,0.3,8.482551,3.7287359476089477,8.196776866912842,13.831958866119386,0.19814587,-0.019264674186706632,-0.08762788772583008,0.28030309677124166,1.0305566928907135
Juwan Johnson,TE,8.280625,4.578786,12.003688,8.280625,7.424902,True,0.3,8.078933,4.584497117996216,7.899077653884888,12.00249137878418,-0.20169258,0.005711221694946644,-0.3815476894378662,-0.001196479797362926,0.9990696575486919
Blake Corum,RB,8.203104,3.654479,13.496008,8.203104,9.841529,True,0.3,8.198884,3.6380493640899663,7.898166656494141,13.42494125366211,-0.004220009,-0.01642966270446733,-0.30493736267089844,-0.071066665649413,0.9944483216437552
Antonio Williams,WR,8.108903,3.711299,12.742727,8.108903,9.031428,True,0.3,8.060052,3.6262886047363283,7.924031496047974,12.838016128540039,-0.048851013,-0.08501033782958967,-0.18487143516540527,0.09528884887695277,1.019963529574381
Jordan Mason,RB,8.048019,3.7984462,12.987373,8.048019,9.188927,True,0.3,8.121419,3.7590636253356937,7.830599069595337,13.090587615966797,0.073399544,-0.03938255310058558,-0.21742033958435059,0.10321426391601562,1.0155183840898165
Zach Charbonnet,RB,7.9951806,3.5484686,13.25614,7.9951806,9.707671,True,0.3,8.072502,3.5653805017471316,7.720236301422119,13.286201572418216,0.07732153,0.01691191196441677,-0.2749443054199219,0.03006181716919265,1.0013545890647342
Tj Hockenson,TE,7.98625,4.302038,11.547854,7.98625,7.245816,True,0.3,7.833982,4.3127518653869625,7.696028709411621,11.731471729278566,-0.15226793,0.010713672637939098,-0.2902212142944336,0.1836173057556163,1.0238625473805605
Chigoziem Okonkwo,TE,7.972708,4.2636704,11.475668,7.972708,7.2119975,True,0.3,7.6618915,4.163244676589966,7.53800106048584,11.40748643875122,-0.31081676,-0.10042576789855939,-0.4347071647644043,-0.06818151473999023,1.0044709185102074
Tyjae Spears,RB,7.9628263,3.5350828,13.135976,7.9628263,9.600893,True,0.3,8.043375,3.4596090078353883,7.6365978717803955,13.379693984985353,0.08054876,-0.07547380924224845,-0.32622838020324707,0.2437181472778338,1.0332460694889756
Germie Bernard,WR,7.959611,3.5668554,12.476433,7.959611,8.909577,True,0.3,7.885768,3.517321753501892,7.740596055984497,12.569741916656495,-0.073843,-0.04953367710113543,-0.21901488304138184,0.09330911636352646,1.0160324993585677
Dalton Schultz,TE,7.91875,4.183155,11.371429,7.91875,7.1882744,True,0.3,7.598097,4.198234701156617,7.416872978210449,11.40393533706665,-0.32065296,0.015079641342163441,-0.5018768310546875,0.032505893707275746,1.0024242608775484
Tre Tucker,WR,7.89679,3.4408774,12.036858,7.89679,8.59598,True,0.3,7.662379,3.512621283531189,7.489590406417847,12.096898460388184,-0.23441124,0.07174384593963623,-0.4071996212005615,0.0600408554077152,0.9986386061721824
Alvin Kamara,RB,7.8622103,3.7228217,12.696902,7.8622103,8.974081,True,0.3,7.899519,3.682895350456238,7.661428213119507,12.659091377258301,0.037308693,-0.039926362037658425,-0.20078206062316895,-0.03781089782714808,1.0002356773205032
Jalen Mcmillan,WR,7.844917,3.3898091,12.259571,7.844917,8.869762,True,0.3,7.660116,3.4506538391113284,7.445544004440308,12.220708560943606,-0.18480062,0.06084470748901394,-0.39937281608581543,-0.03886251449584677,0.9887586956568489
Tyrone Tracy,RB,7.8170137,3.3879805,12.974932,7.8170137,9.586951,True,0.3,7.8974013,3.338627552986145,7.636633396148682,13.080293750762939,0.08038759,-0.04935290813446036,-0.18038034439086914,0.10536203384399379,1.0161380753745755
Woody Marks,RB,7.745375,3.3773494,12.801054,7.745375,9.423704,True,0.3,7.7772017,3.29262957572937,7.509777307510376,12.942450046539307,0.031826496,-0.08471980094909659,-0.23559784889221191,0.14139604568481445,1.023994420870579
Jalen Nailor,WR,7.6425996,3.4146428,11.814779,7.6425996,8.400137,True,0.3,7.4558377,3.4192530393600467,7.2750465869903564,11.85158863067627,-0.18676186,0.00461022853851345,-0.3675529956817627,0.03680934906005895,1.0038331093748971
Travis Hunter,WR,7.454048,3.006071,11.971766,7.454048,8.965695,True,0.3,7.280031,2.969841241836548,7.079577684402466,11.984316062927249,-0.17401695,-0.036229848861694336,-0.37447047233581543,0.012549591064455967,1.0054406755809067
Rashid Shaheed,WR,7.438904,3.3340392,11.497009,7.438904,8.16297,True,0.3,7.3297305,3.356356453895569,7.144394159317017,11.701203441619874,-0.1091733,0.022317242622375666,-0.2945096492767334,0.20419416427612447,1.0222807884438032
Gunnar Helm,TE,7.4379168,3.9614236,10.838478,7.4379168,6.877054,True,0.3,7.220039,3.9137633323669436,7.052128076553345,10.896021175384524,-0.21787786,-0.04766030311584446,-0.3857886791229248,0.05754308700561772,1.0152977750733108
Pat Freiermuth,TE,7.422917,3.8947332,10.721917,7.422917,6.8271837,True,0.3,7.1350174,3.8691949605941773,6.9630420207977295,10.765396404266358,-0.2878995,-0.02553822994232169,-0.45987486839294434,0.043479251861572976,1.010109251928495
Jerry Jeudy,WR,7.388561,3.350141,11.367911,7.388561,8.017771,True,0.3,7.272435,3.3603758573532105,7.132099628448486,11.385433197021486,-0.11612558,0.010234808921814054,-0.25646114349365234,0.017521858215333808,1.0009088027916886
Greg Dulcich,TE,7.3689585,3.861905,10.695423,7.3689585,6.833518,True,0.3,7.0628014,3.845604729652405,6.8689610958099365,10.72724599838257,-0.3061571,-0.01630036830902082,-0.4999973773956299,0.0318228721618663,1.0070422350935315
Aj Barner,TE,7.298125,3.8630502,10.62516,7.298125,6.7621098,True,0.3,7.0577946,3.794282054901123,6.863622188568115,10.7232159614563,-0.24033022,-0.06876816749572745,-0.43450260162353516,0.09805574417114293,1.0246704292141722
Ryan Flournoy,WR,7.278319,3.032217,12.146757,7.278319,9.11454,True,0.3,7.335446,3.06379292011261,7.078103542327881,12.183830261230469,0.057127,0.031575894355774015,-0.20021533966064453,0.03707313537597656,1.0006031287327535
Jauan Jennings,WR,7.2749553,3.391902,11.335796,7.2749553,7.9438944,True,0.3,7.2690578,3.4282429695129397,7.150545835494995,11.328991508483886,-0.005897522,0.03634099960327175,-0.12440943717956543,-0.0068048477172855115,0.9945686781290782
Isiah Pacheco,RB,7.2717223,3.3373435,12.002105,7.2717223,8.664762,True,0.3,7.352408,3.2909743070602415,7.082868814468384,12.012136936187744,0.080685616,-0.04636914730072039,-0.18885350227355957,0.010032176971435547,1.0065092484740514
Cade Otton,TE,7.1491666,3.8282375,10.509072,7.1491666,6.680835,True,0.3,7.0599484,3.8309187650680543,6.806355714797974,10.672486877441406,-0.08921814,0.0026812314987183505,-0.34281086921691895,0.16341457366943324,1.0240588710392309
Malik Washington,WR,7.1383395,2.9968457,11.970612,7.1383395,8.973766,True,0.3,7.1736407,2.9688342571258546,6.910561800003052,11.86821117401123,0.03530121,-0.028011465072631747,-0.22777771949768066,-0.10240039825439418,0.9917103468812317
Chris Rodriguez,RB,7.019986,3.0360906,11.775288,7.019986,8.739197,True,0.3,7.072946,2.990689897537232,6.726334810256958,11.874658679962158,0.05295992,-0.04540071487426722,-0.2936513423919678,0.09937105178832972,1.0165658250717613
Adonai Mitchell,WR,7.008141,2.8731346,12.1545315,7.008141,9.281397,True,0.3,7.249699,2.9450835943222047,6.991987943649292,12.204264545440676,0.24155807,0.0719489812850953,-0.01615309715270996,0.04973306655884002,0.9976064039661952
Isaac Teslaa,WR,6.9538484,2.8419132,11.778746,6.9538484,8.936832,True,0.3,7.072006,2.830312633514404,6.804474830627441,11.88654947280884,0.11815786,-0.011600589752197354,-0.14937353134155273,0.10780382156372248,1.0133609321063357
Cooper Kupp,WR,6.9030867,3.2527316,11.044149,6.9030867,7.791418,True,0.3,6.9518385,3.2482959747314455,6.704512357711792,11.216456604003907,0.04875183,-0.004435586929321111,-0.19857430458068848,0.17230720520019638,1.0226842600405832
Keaton Mitchell,RB,6.902264,2.9489808,11.572379,6.902264,8.623398,True,0.3,6.9544444,2.9888136625289916,6.601901531219482,11.585037899017335,0.05218029,0.03983285427093497,-0.30036258697509766,0.012658786773682706,0.9968488534096681
Tre Harris,WR,6.84647,2.7875962,11.538786,6.84647,8.75119,True,0.3,6.980211,2.782573699951172,6.671563148498535,11.784560108184817,0.1337409,-0.005022525787353516,-0.17490673065185547,0.2457741737365744,1.0286585272824917
Evan Engram,TE,6.83125,3.6495793,10.268101,6.83125,6.6185217,True,0.3,6.8201838,3.6060634136199954,6.5858190059661865,10.392906761169435,-0.011066437,-0.043515872955322,-0.24543118476867676,0.12480602264404439,1.025431911392801
Caleb Douglas,WR,6.7131944,2.711648,11.561888,6.7131944,8.85024,True,0.3,6.909986,2.6410012245178223,6.639597415924072,11.73765048980713,0.19679165,-0.07064676284790039,-0.07359695434570312,0.17576274871826314,1.027842128396861
Zachariah Branch,WR,6.672764,2.6194024,11.381937,6.672764,8.762535,True,0.3,6.7063046,2.6126314640045165,6.399440288543701,11.46354513168335,0.033540726,-0.006770944595337003,-0.27332353591918945,0.08160810470581126,1.0100859593147025
Terrance Ferguson,TE,6.6629167,3.5011566,10.072937,6.6629167,6.57178,True,0.3,6.656681,3.4214125633239747,6.405580759048462,10.195727634429932,-0.0062355995,-0.07974400520324698,-0.257335901260376,0.12279062271118235,1.0308188740374962
De'Zhaun Stribling,WR,6.6040835,2.657375,11.509294,6.6040835,8.851918,True,0.3,6.761659,2.657635045051575,6.414468765258789,11.548548603057862,0.1575756,0.00025994777679461123,-0.18961477279663086,0.03925504684448278,1.0044052979834213
Tyler Allgeier,RB,6.455714,2.810014,10.852927,6.455714,8.042913,True,0.3,6.5247307,2.775397610664368,6.246288299560547,10.851767253875733,0.06901646,-0.034616398811340154,-0.2094259262084961,-0.001159954071043856,1.0041597123460593
Ja'Kobi Lane,WR,6.444361,2.7407658,11.096717,6.444361,8.355951,True,0.3,6.6477437,2.623793601989746,6.280057668685913,11.269899845123293,0.20338249,-0.11697220802307129,-0.16430354118347168,0.17318296432495295,1.0347243447445462
Jack Bech,WR,6.403433,2.7777998,10.9329195,6.403433,8.15512,True,0.3,6.5244894,2.71180465221405,6.227102041244507,10.933092689514162,0.12105656,-0.06599519252777108,-0.1763308048248291,0.00017318725586079609,1.0081136932637904
Justice Hill,RB,6.3893094,2.9846277,10.54575,6.3893094,7.561122,True,0.3,6.5241685,2.9306281328201296,6.248252630233765,10.73914203643799,0.13485909,-0.053999590873718084,-0.14105677604675293,0.19339237213134908,1.0327189489798148
Calvin Ridley,WR,6.3784103,2.8245702,9.951273,6.3784103,7.126703,True,0.3,6.230686,2.791482996940613,6.031398296356201,10.089514446258546,-0.14772415,-0.03308718204498273,-0.3470120429992676,0.13824148178100693,1.0240403829067726
