league,pick_slot,seed,completed_picks,current_round,status,message,to_add_count,to_drop_count,physical_state_valid,completion_rate,policy_seconds,audit_seconds,study_policy_seconds,wide_seconds,legacy_seconds,state_wall_seconds,primary_pilot_top,wide_pilot_top,pilot_top_agreement,shortlist_omission_regret,decision_top,audit_top,decision_audit_exact_agreement,decision_audit_regret,decision_audit_stable
dk,6,2017,14,15,complete,,14,159,True,1.0,1.087121400000001,0.24946789999998487,1.3365892999999858,1.3312232999999765,0.3304866000000004,3.0005397999999843,Denzel Boston,Denzel Boston,True,0.0,Denzel Boston,Denzel Boston,True,0.0,True
dk,12,17,0,1,complete,,0,11,True,1.0,3.836026099999998,0.2470596999999941,4.083085799999992,4.7475814999999955,3.1807672000000196,12.015250299999991,Ashton Jeanty,Ashton Jeanty,True,0.0,Drake London,Ashton Jeanty,False,5.637939453125,True
dk,12,17,7,8,complete,,7,77,True,1.0,2.257298900000052,0.253514699999954,2.510813600000006,2.712558400000006,1.199256399999996,6.424802499999998,Jayden Daniels,Jayden Daniels,True,0.0,Jayden Daniels,Jayden Daniels,True,0.0,True
dk,12,17,14,15,complete,,14,165,True,1.0,1.0525633999999968,0.24008690000002275,1.2926503000000196,1.3432371000000103,0.27133649999998966,2.909667000000013,Jalen Nailor,Jalen Nailor,True,0.0,Jalen Nailor,Jalen Nailor,True,0.0,True
dk,12,1017,0,1,complete,,0,11,True,1.0,3.6116873,0.24171160000000214,3.853398900000002,4.364506700000021,3.3386106000000098,11.560088399999984,Devon Achane,Devon Achane,True,0.0,Devon Achane,Drake London,False,5.3681640625,True
dk,12,1017,7,8,complete,,7,77,True,1.0,2.110204899999985,0.23599120000000084,2.346196099999986,2.695779299999998,1.3477234000000067,6.391794400000009,Makai Lemon,Makai Lemon,True,0.0,Makai Lemon,Kyle Pitts,False,0.48876953125,True
dk,12,1017,14,15,complete,,14,165,True,1.0,1.0126545000000249,0.24036239999998088,1.2530169000000058,1.2541371000000083,0.2624170999999933,2.7717924000000096,Antonio Williams,Antonio Williams,True,0.0,Antonio Williams,Antonio Williams,True,0.0,True
dk,12,2017,0,1,complete,,0,11,True,1.0,3.5700847000000238,0.2559606999999744,3.826045399999998,4.356329600000009,2.9754612000000122,11.161490600000008,Ashton Jeanty,Ashton Jeanty,True,0.0,Devon Achane,Devon Achane,True,0.0,True
dk,12,2017,7,8,complete,,7,77,True,1.0,2.1839870000000303,0.24734789999999407,2.4313349000000244,2.652296299999989,0.9662211000000127,6.051974099999995,Makai Lemon,Jalen Hurts,False,8.248046875,Dak Prescott,Makai Lemon,False,10.704833984375,False
dk,12,2017,14,15,complete,,14,165,True,1.0,1.0445080000000075,0.23521329999999807,1.2797213000000056,1.2540209000000004,0.2704550999999924,2.806737699999985,Denzel Boston,Denzel Boston,True,0.0,Denzel Boston,Denzel Boston,True,0.0,True
